filename,gd_year,title,doi,pages,authors
GD12_275-286.pdf,GD12,Self-approaching Graphs,10.1007/978-3-642-36763-2_23,275-286,Soroush Alamdari; Timothy M. Chan; Elyot Grant; Anna Lubiw; Vinayak Pathak
GD12_287-293.pdf,GD12,C Homotopic -Oriented Routing,10.1007/978-3-642-36763-2_24,287-293,Kevin Verbeek
GD12_294-305.pdf,GD12,Kinetic and Stationary Point-Set Embeddability for Plane Graphs,10.1007/978-3-642-36763-2_25,294-305,Zahed Rahmati; Sue H. Whitesides; Valerie King
GD12_306-317.pdf,GD12,Point-Set Embeddability of 2-Colored Trees,10.1007/978-3-642-36763-2_26,306-317,Fabrizio Frati; Marc Glisse; William J. Lenhart; Giuseppe Liotta; Tamara Mchedlidze; Rahnuma Islam Nishat
GD12_318-329.pdf,GD12,Covering Paths for Planar Point Sets,10.1007/978-3-642-36763-2_27,318-329,Adrian Dumitrescu; Csaba D. Tóth
GD12_330-341.pdf,GD12,Grid Drawings and the Chromatic Number,10.1007/978-3-642-36763-2_28,330-341,Martin Balko
GD12_342-353.pdf,GD12,On the Density of Maximal 1-Planar Graphs,10.1007/978-3-642-36763-2_29,342-353,Franz J. Brandenburg; David Eppstein; Andreas Gleißner; Michael T. Goodrich; Kathrin Hanauer; Josef Reislhuber
GD12_354-360.pdf,GD12,Testing Maximal 1-Planarity of Graphs with a Rotation System in Linear Time,10.1007/978-3-642-36763-2_30,354-360,Peter Eades; Seok-Hee Hong; Naoki Katoh; Giuseppe Liotta; Pascal Schweitzer; Yusuke Suzuki
GD12_361-366.pdf,GD12,Tangles and Degenerate Tangles,10.1007/978-3-642-36763-2_31,361-366,Andres J. Ruiz-Vargas
GD12_367-378.pdf,GD12,Density Theorems for Intersection Graphs t of -Monotone Curves,10.1007/978-3-642-36763-2_32,367-378,Andrew Suk
GD12_379-390.pdf,GD12,The Visible Perimeter of an Arrangement of Disks,10.1007/978-3-642-36763-2_33,379-390,Gabriel Nivasch; János Pach; Gábor Tardos
GD12_391-402.pdf,GD12,"Canonical Ordering for Triangulations on the Cylinder, with Applications to Periodic Straight-Line Drawings",10.1007/978-3-642-36763-2_34,391-402,Luca Castelli Aleardi; Olivier Devillers; Éric Fusy
GD12_403-414.pdf,GD12,Planar Preprocessing for Spring Embedders,10.1007/978-3-642-36763-2_35,403-414,J. Joseph Fowler; Stephen G. Kobourov
GD12_415-428.pdf,GD12,StreamEB : Stream Edge Bundling,10.1007/978-3-642-36763-2_36,415-428,Quan Nguyen; Peter Eades; Seok-Hee Hong
GD12_429-440.pdf,GD12,Force-Directed Graph Drawing Using Social Gravity and Scaling,10.1007/978-3-642-36763-2_37,429-440,Michael J. Bannister; David Eppstein; Michael T. Goodrich; Lowell Trott
GD12_441-453.pdf,GD12,Drawing Clustered Graphs as Topographic Maps,10.1007/978-3-642-36763-2_38,441-453,Martin Gronemann; Michael Jünger
GD12_454-465.pdf,GD12,Visualizing Streaming Text Data with Dynamic Graphs and Maps,10.1007/978-3-642-36763-2_39,454-465,Emden R. Gansner; Yifan Hu; Stephen North
GD12_466-477.pdf,GD12,On the Usability of Lombardi Graph Drawings,10.1007/978-3-642-36763-2_40,466-477,Helen C. Purchase; John Hamer; Martin Nöllenburg; Stephen G. Kobourov
GD12_478-489.pdf,GD12,Drawing Metro Maps Using B´ezier Curves,10.1007/978-3-642-36763-2_41,478-489,Martin Fink; Herman Haverkort; Martin Nöllenburg; Maxwell Roberts; Julian Schuhmann; Alexander Wolff
GD12_490-501.pdf,GD12,Mental Map Preservation Helps User Orientation in Dynamic Graphs,10.1007/978-3-642-36763-2_42,490-501,Daniel Archambault; Helen C. Purchase
GD12_502-513.pdf,GD12,"Clustering, Visualizing, and Navigating for Large Dynamic Graphs",10.1007/978-3-642-36763-2_43,502-513,Arnaud Sallaberry; Chris Muelder; Kwan-Liu Ma
GD12_514-525.pdf,GD12,DAGView: An Approach for Visualizing Large Graphs,10.1007/978-3-642-36763-2_44,514-525,Evgenios M. Kornaropoulos; Ioannis G. Tollis
GD12_526-531.pdf,GD12,Time-Space Maps from Triangulations,10.1007/978-3-642-36763-2_45,526-531,Sandra Bies; Marc van Kreveld
GD12_532-543.pdf,GD12,k Graph Drawing in Ti Z,10.1007/978-3-642-36763-2_46,532-543,Till Tantau
GD12_544-555.pdf,GD12,Optical Graph Recognition,10.1007/978-3-642-36763-2_47,544-555,Christopher Auer; Christian Bachmaier; Franz J. Brandenburg; Andreas Gleißner; Josef Reislhuber
GD12_556-567.pdf,GD12,Interactive Random Graph Generation with Evolutionary Algorithms,10.1007/978-3-642-36763-2_48,556-567,Benjamin Bach; Andre Spritzer; Evelyne Lutton; Jean-Daniel Fekete
GD13_20-31.pdf,GD13,On the Upward Planarity of Mixed Plane Graphs,10.1007/978-3-319-03841-4_1,20-31,Fabrizio Frati; Michael Kaufmann; János Pach; Csaba D. Tóth; David R. Wood
GD13_32-43.pdf,GD13,Upward Planarity Testing: A Computational Study,10.1007/978-3-319-03841-4_2,32-43,Markus Chimani; Robert Zeranski
GD13_44-55.pdf,GD13,Characterizing Planarity by the Splittable Deque,10.1007/978-3-319-03841-4_3,44-55,Christopher Auer; Franz J. Brandenburg; Andreas Gleißner; Kathrin Hanauer
GD13_56-67.pdf,GD13,Strip Planarity Testing,10.1007/978-3-319-03841-4_4,56-67,Patrizio Angelini; Giordano Da Lozzo; Giuseppe Di Battista; Fabrizio Frati
GD13_68-79.pdf,GD13,Morphing Planar Graph Drawings Efﬁciently,10.1007/978-3-319-03841-4_5,68-79,Patrizio Angelini; Fabrizio Frati; Maurizio Patrignani; Vincenzo Roselli
GD13_80-89.pdf,GD13,"Graph Drawing through the Lens of a Framework for Analyzing Visualization Methods (Invited Talk, Extended Abstract)",10.1007/978-3-319-03841-4_6,80-89,Tamara Munzner
GD13_90-101.pdf,GD13,A Linear-Time Algorithm for Testing Outer-1-Planarity,10.1007/978-3-319-03841-4_7,90-101,Seok-Hee Hong; Peter Eades; Naoki Katoh; Giuseppe Liotta; Pascal Schweitzer; Yusuke Suzuki
GD13_102-113.pdf,GD13,Straight-Line Grid Drawings of 3-Connected 1-Planar Graphs,10.1007/978-3-319-03841-4_8,102-113,Md. Jawaherul Alam; Franz J. Brandenburg; Stephen G. Kobourov
GD13_114-125.pdf,GD13,New Bounds on the Maximum Number of Edges k in -Quasi-Planar Graphs,10.1007/978-3-319-03841-4_9,114-125,Andrew Suk; Bartosz Walczak
GD13_126-137.pdf,GD13,Recognizing Outer 1-Planar Graphs in Linear Time,10.1007/978-3-319-03841-4_10,126-137,Christopher Auer; Christian Bachmaier; Franz J. Brandenburg; Andreas Gleißner; Kathrin Hanauer; Daniel Neuwirth; Josef Reislhuber
GD13_138-149.pdf,GD13,Straight Line Triangle Representations,10.1007/978-3-319-03841-4_11,138-149,Nieke Aerts; Stefan Felsner
GD13_150-161.pdf,GD13,Extending Partial Representations of Circle Graphs,10.1007/978-3-319-03841-4_12,150-161,Steven Chaplick; Radoslav Fulek; Pavel Klavík
GD13_162-173.pdf,GD13,✛ On Balanced -Contact Representations,10.1007/978-3-319-03841-4_13,162-173,Stephane Durocher; Debajyoti Mondal
GD13_174-179.pdf,GD13,Strongly-Connected Outerplanar Graphs with Proper Touching Triangle Representations,10.1007/978-3-319-03841-4_14,174-179,J. Joseph Fowler
GD13_180-191.pdf,GD13,Achieving Good Angular Resolution in 3D Arc Diagrams,10.1007/978-3-319-03841-4_15,180-191,Michael T. Goodrich; Paweł Pszona
GD13_192-203.pdf,GD13,A Duality Transform for Constructing Small Grid Embeddings of 3D Polytopes,10.1007/978-3-319-03841-4_16,192-203,Alexander Igamberdiev; André Schulz
GD13_204-214.pdf,GD13,Z Block Additivity of -Embeddings,10.1007/978-3-319-03841-4_17,204-214,Marcus Schaefer; Daniel Štefankovič
GD13_215-226.pdf,GD13,Exploiting Air-Pressure to Map Floorplans on Point Sets,10.1007/978-3-319-03841-4_18,215-226,Stefan Felsner
GD13_227-238.pdf,GD13,Superpatterns and Universal Point Sets,10.1007/978-3-319-03841-4_19,227-238,Michael J. Bannister; Zhanpeng Cheng; William E. Devanny; David Eppstein
GD13_239-250.pdf,GD13,"Simultaneous Embedding: Edge Orderings, Relative Positions, Cutvertices",10.1007/978-3-319-03841-4_20,239-250,Thomas Bläsius; Annette Karrer; Ignaz Rutter
GD13_251-262.pdf,GD13,Sketched Graph Drawing: A Lesson in Empirical Studies,10.1007/978-3-319-03841-4_21,251-262,Helen C. Purchase
GD13_263-274.pdf,GD13,Many-to-One Boundary Labeling with Backbones,10.1007/978-3-319-03841-4_22,263-274,Michael A. Bekos; Sabine Cornelsen; Martin Fink; Seok-Hee Hong; Michael Kaufmann; Martin Nöllenburg; Ignaz Rutter; Antonios Symvonis
GD13_275-286.pdf,GD13,Streamed Graph Drawing and the File Maintenance Problem,10.1007/978-3-319-03841-4_23,275-286,Michael T. Goodrich; Paweł Pszona
GD13_287-298.pdf,GD13,COAST: A Convex Optimization Approach to Stress-Based Embedding,10.1007/978-3-319-03841-4_24,287-298,Emden R. Gansner; Yifan Hu; Shankar Krishnan
GD13_299-310.pdf,GD13,Colored Spanning Graphs for Set Visualization,10.1007/978-3-319-03841-4_25,299-310,Ferran Hurtado; Matias Korman; Marc J. van Kreveld; Maarten Löffler; Vera Sacristán Adinolfi; Rodrigo I. Silveira; Bettina Speckmann
GD13_311-322.pdf,GD13,Drawing Non-Planar Graphs with Crossing-Free Subgraphs,10.1007/978-3-319-03841-4_26,311-322,Patrizio Angelini; Carla Binucci; Giordano Da Lozzo; Walter Didimo; Luca Grilli; Fabrizio Montecchiani; Maurizio Patrignani; Ioannis G. Tollis
GD13_323-334.pdf,GD13,Exploring Complex Drawings via Edge Stratiﬁcation,10.1007/978-3-319-03841-4_27,323-334,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Fabrizio Montecchiani; Ioannis G. Tollis
GD13_335-346.pdf,GD13,Drawing Planar Graphs with a Prescribed Inner Face,10.1007/978-3-319-03841-4_28,335-346,Tamara Mchedlidze; Martin Nöllenburg; Ignaz Rutter
GD13_347-358.pdf,GD13,"Metro-Line Crossing Minimization: Hardness, Approximations, and Tractable Cases",10.1007/978-3-319-03841-4_29,347-358,Martin Fink; Sergey Pupyrev
GD13_359-370.pdf,GD13,Fixed Parameter Tractability of Crossing Minimization of Almost-Trees,10.1007/978-3-319-03841-4_30,359-370,Michael J. Bannister; David Eppstein; Joseph A. Simons
GD13_371-382.pdf,GD13,Strict Conﬂuent Drawing,10.1007/978-3-319-03841-4_31,371-382,David Eppstein; Danny Holten; Maarten Löffler; Martin Nöllenburg; Bettina Speckmann; Kevin Verbeek
GD13_383-394.pdf,GD13,ℓ A Ramsey-Type Result for Geometric -Hypergraphs,10.1007/978-3-319-03841-4_32,383-394,Dhruv Mubayi; Andrew Suk
GD13_395-406.pdf,GD13,Minimum Length Embedding of Planar Graphs at Fixed Vertex Locations,10.1007/978-3-319-03841-4_33,395-406,Timothy M. Chan; Hella-Franziska Hoffmann; Stephen Kiazyk; Anna Lubiw
GD13_407-418.pdf,GD13,Stub Bundling and Conﬂuent Spirals for Geographic Networks,10.1007/978-3-319-03841-4_34,407-418,Arlind Nocaj; Ulrik Brandes
GD13_419-430.pdf,GD13,On Orthogonally Convex Drawings of Plane Graphs (Extended Abstract),10.1007/978-3-319-03841-4_35,419-430,Yi-Jun Chang; Hsu-Chun Yen
GD13_431-442.pdf,GD13,Planar and Plane Slope Number of Partial 2-Trees,10.1007/978-3-319-03841-4_36,431-442,William Lenhart; Giuseppe Liotta; Debajyoti Mondal; Rahnuma Islam Nishat
GD13_443-454.pdf,GD13,Slanted Orthogonal Drawings,10.1007/978-3-319-03841-4_37,443-454,Michael A. Bekos; Michael Kaufmann; Robert Krug; Stefan Näher; Vincenzo Roselli
GD13_455-466.pdf,GD13,"Drawing Arrangement Graphs in Small Grids, or How to Play Planarity",10.1007/978-3-319-03841-4_38,455-466,David Eppstein
GD13_467-478.pdf,GD13,Incremental Grid-Like Layout Using Soft and Hard Constraints,10.1007/978-3-319-03841-4_39,467-478,Steve Kieffer; Tim Dwyer; Kim Marriott; Michael Wybrow
GD13_479-490.pdf,GD13,"Using ILP/SAT to Determine Pathwidth, Visibility Representations, and other Grid-Based Graph Drawings",10.1007/978-3-319-03841-4_40,479-490,Therese Biedl; Thomas Bläsius; Benjamin Niedermann; Martin Nöllenburg; Roman Prutkin; Ignaz Rutter
GD13_491-502.pdf,GD13,Untangling Two Systems of Noncrossing Curves,10.1007/978-3-319-03841-4_41,491-502,Jiří Matoušek; Eric Sedgwick; Martin Tancer; Uli Wagner
GD13_503-514.pdf,GD13,Drawing Permutations with Few Corners,10.1007/978-3-319-03841-4_42,503-514,Sergey Bereg; Alexander E. Holroyd; Lev Nachmanson; Sergey Pupyrev
GD13_515-526.pdf,GD13,Dynamic Traceroute Visualization at Multiple Abstraction Levels,10.1007/978-3-319-03841-4_43,515-526,Massimo Candela; Marco Di Bartolomeo; Giuseppe Di Battista; Claudio Squarcella
GD14_19-30.pdf,GD14,Planar Induced Subgraphs of Sparse Graphs,10.1007/978-3-662-45803-7_1,19-30,Glencora Borradaile; David Eppstein; Pingan Zhu
GD14_31-42.pdf,GD14,"Picking Planar Edges; or, Drawing a Graph with a Planar Subgraph",10.1007/978-3-662-45803-7_2,31-42,Marcus Schaefer
GD14_43-57.pdf,GD14,Drawing Partially Embedded and Simultaneously Planar Graphs,10.1007/978-3-662-45803-7_3,43-57,Timothy M. Chan; Fabrizio Frati; Carsten Gutwenger; Anna Lubiw; Petra Mutzel; Marcus Schaefer
GD14_58-69.pdf,GD14,Drawing Simultaneously Embedded Graphs with Few Bends,10.1007/978-3-662-45803-7_4,58-69,Luca Grilli; Seok-Hee Hong; Jan Kratochvíl; Ignaz Rutter
GD14_70-81.pdf,GD14,Planar and Quasi Planar Simultaneous Geometric Embedding,10.1007/978-3-662-45803-7_5,70-81,Emilio Di Giacomo; Walter Didimo; Giuseppe Liotta; Henk Meijer; Stephen Wismath
GD14_82-93.pdf,GD14,Simultaneous Embeddability of Two Partitions,10.1007/978-3-662-45803-7_6,82-93,Jan Christoph Athenstädt; Tanja Hartmann; Martin Nöllenburg
GD14_94-106.pdf,GD14,Luatodonotes: Boundary Labeling for Annotations in Texts,10.1007/978-3-662-45803-7_7,94-106,Philipp Kindermann; Fabian Lipp; Alexander Wolff
GD14_107-118.pdf,GD14,A Coloring Algorithm for Disambiguating Graph and Map Drawings,10.1007/978-3-662-45803-7_8,107-118,Yifan Hu; Lei Shi
GD14_119-130.pdf,GD14,Untangling Hairballs,10.1007/978-3-662-45803-7_9,119-130,Arlind Nocaj; Mark Ortmann; Ulrik Brandes
GD14_131-142.pdf,GD14,GION: Interactively Untangling Large Graphs on Wall-Sized Displays,10.1007/978-3-662-45803-7_10,131-142,Michael R. Marner; Ross T. Smith; Bruce H. Thomas; Karsten Klein; Peter Eades; Seok-Hee Hong
GD14_143-154.pdf,GD14,Balanced Circle Packings for Planar Graphs,10.1007/978-3-662-45803-7_11,143-154,Md. Jawaherul Alam; David Eppstein; Michael T. Goodrich; Stephen G. Kobourov; Sergey Pupyrev
GD14_155-166.pdf,GD14,Unit Contact Representations of Grid Subgraphs with Regular Polytopes in 2D and 3D,10.1007/978-3-662-45803-7_12,155-166,Linda Kleist; Benjamin Rahman
GD14_167-179.pdf,GD14,"The Galois Complexity of Graph Drawing: Why Numerical Solutions Are Ubiquitous for Force-Directed, Spectral, and Circle Packing Drawings",10.1007/978-3-662-45803-7_13,167-179,Michael J. Bannister; William E. Devanny; David Eppstein; Michael T. Goodrich
GD14_180-191.pdf,GD14,st Bitonic -orderings of Biconnected Planar Graphs,10.1007/978-3-662-45803-7_14,180-191,Martin Gronemann
GD14_192-203.pdf,GD14,Drawing Outer -planar Graphs with Few Slopes 1,10.1007/978-3-662-45803-7_15,192-203,Emilio Di Giacomo; Giuseppe Liotta; Fabrizio Montecchiani
GD14_204-215.pdf,GD14,Fan-Planar Graphs: Combinatorial Properties and Complexity Results,10.1007/978-3-662-45803-7_16,204-215,Carla Binucci; Emilio Di Giacomo; Walter Didimo; Fabrizio Montecchiani; Maurizio Patrignani; Ioannis G. Tollis
GD14_216-227.pdf,GD14,On the Recognition of Fan-Planar and Maximal Outer-Fan-Planar Graphs,10.1007/978-3-662-45803-7_17,216-227,Michael A. Bekos; Sabine Cornelsen; Luca Grilli; Seok-Hee Hong; Michael Kaufmann
GD14_228-239.pdf,GD14,Crossing Minimization for 1-page and 2-page Drawings of Graphs with Bounded Treewidth,10.1007/978-3-662-45803-7_18,228-239,Michael J. Bannister; David Eppstein
GD14_240-251.pdf,GD14,A Crossing Lemma for the Pair-Crossing Number,10.1007/978-3-662-45803-7_19,240-251,Eyal Ackerman; Marcus Schaefer
GD14_252-263.pdf,GD14,Are Crossings Important for Drawing Large Graphs?,10.1007/978-3-662-45803-7_20,252-263,Stephen G. Kobourov; Sergey Pupyrev; Bahador Saket
GD14_264-276.pdf,GD14,The Importance of Being Proper,10.1007/978-3-662-45803-7_21,264-276,Patrizio Angelini; Giordano Da Lozzo; Giuseppe Di Battista; Fabrizio Frati; Vincenzo Roselli
GD14_277-289.pdf,GD14,Column Planarity and Partial Simultaneous Geometric Embedding,10.1007/978-3-662-45803-7_22,277-289,William Evans; Vincent Kusters; Maria Saumell; Bettina Speckmann
GD14_290-301.pdf,GD14,Flat Foldings of Plane Graphs with Prescribed Angles and Edge Lengths,10.1007/978-3-662-45803-7_23,290-301,Zachary Abel; Erik D. Demaine; Martin L. Demaine; David Eppstein; Anna Lubiw; Ryuhei Uehara
GD14_302-311.pdf,GD14,Disjoint Edges in Topological Graphs and the Tangled-Thrackle Conjecture,10.1007/978-3-662-45803-7_24,302-311,Andres J. Ruiz-Vargas; Andrew Suk; Csaba D. Tóth
GD14_312-323.pdf,GD14,Morphing Schnyder Drawings of Planar Triangulations,10.1007/978-3-662-45803-7_25,312-323,Fidel Barrera-Cruz; Penny Haxell; Anna Lubiw
GD14_324-336.pdf,GD14,Trade-Oﬀs in Planar Polyline Drawings,10.1007/978-3-662-45803-7_26,324-336,Stephane Durocher; Debajyoti Mondal
GD14_337-348.pdf,GD14,Stress-Minimizing Orthogonal Layout of Data Flow Diagrams with Ports,10.1007/978-3-662-45803-7_27,337-348,Ulf Rüegg; Steve Kieffer; Tim Dwyer; Kim Marriott; Michael Wybrow
GD14_349-360.pdf,GD14,Planar Octilinear Drawings with One Bend Per Edge,10.1007/978-3-662-45803-7_28,349-360,Michael A. Bekos; Martin Gronemann; Michael Kaufmann; Robert Krug
GD14_361-372.pdf,GD14,On the Complexity of HV-rectilinear Planarity Testing,10.1007/978-3-662-45803-7_29,361-372,Walter Didimo; Giuseppe Liotta; Maurizio Patrignani
GD14_373-384.pdf,GD14,Embedding Four-Directional Paths on Convex Point Sets,10.1007/978-3-662-45803-7_30,373-384,Oswin Aichholzer; Thomas Hackl; Sarah Lutteropp; Tamara Mchedlidze; Birgit Vogtenhuber
GD14_385-397.pdf,GD14,Drawing Graphs within Restricted Area,10.1007/978-3-662-45803-7_31,385-397,Maximilian Aulbach; Martin Fink; Julian Schuhmann; Alexander Wolff
GD14_398-409.pdf,GD14,Height-Preserving Transformations of Planar Graph Drawings,10.1007/978-3-662-45803-7_32,398-409,Therese Biedl
GD14_410-421.pdf,GD14,Drawing Planar Graphs with Reduced Height,10.1007/978-3-662-45803-7_33,410-421,Stephane Durocher; Debajyoti Mondal
GD14_422-433.pdf,GD14,Anchored Drawings of Planar Graphs,10.1007/978-3-662-45803-7_34,422-433,Patrizio Angelini; Giordano Da Lozzo; Marco Di Bartolomeo; Giuseppe Di Battista; Seok-Hee Hong; Maurizio Patrignani; Vincenzo Roselli
GD14_434-445.pdf,GD14,Advances on Testing C-Planarity of Embedded Flat Clustered Graphs,10.1007/978-3-662-45803-7_35,434-445,Markus Chimani; Giuseppe Di Battista; Fabrizio Frati; Karsten Klein
GD14_446-457.pdf,GD14,Clustered Planarity Testing Revisited,10.1007/978-3-662-45803-7_36,446-457,Radoslav Fulek; Jan Kynčl; Igor Malinović; Dömötör Pálvölgyi
GD14_458-469.pdf,GD14,A New Perspective on Clustered Planarity as a Combinatorial Embedding Problem,10.1007/978-3-662-45803-7_37,458-469,Thomas Bläsius; Ignaz Rutter
GD14_470-481.pdf,GD14,MapSets: Visualizing Embedded and Clustered Graphs,10.1007/978-3-662-45803-7_38,470-481,Alon Efrat; Yifan Hu; Stephen G. Kobourov; Sergey Pupyrev
GD14_482-493.pdf,GD14,Increasing-Chord Graphs On Point Sets,10.1007/978-3-662-45803-7_39,482-493,Hooman Reisi Dehkordi; Fabrizio Frati; Joachim Gudmundsson
GD14_494-505.pdf,GD14,On Self-Approaching and Increasing-Chord Drawings of 3-Connected Planar Graphs,10.1007/978-3-662-45803-7_40,494-505,Martin Nöllenburg; Roman Prutkin; Ignaz Rutter
GD14_506-518.pdf,GD14,On Monotone Drawings of Trees,10.1007/978-3-662-45803-7_41,506-518,Philipp Kindermann; André Schulz; Joachim Spoerhase; Alexander Wolff
GD15_20-32.pdf,GD15,GraphMaps: Browsing Large Graphs as Interactive Maps,10.1007/978-3-319-27261-0_1,20-32,Lev Nachmanson; Roman Prutkin; Bongshin Lee; Nathalie Henry Riche; Alexander E. Holroyd; Xiaoji Chen
GD15_33-46.pdf,GD15,An Incremental Layout Method for Visualizing Online Dynamic Graphs,10.1007/978-3-319-27261-0_2,33-46,Tarik Crnovrsanin; Jacqueline Chu; Kwan-Liu Ma
GD15_47-60.pdf,GD15,Drawing Large Graphs by Multilevel Maxent-Stress Optimization,10.1007/978-3-319-27261-0_3,47-60,Henning Meyerhenke; Martin Nöllenburg; Christian Schulz
GD15_61-68.pdf,GD15,A Million Edge Drawing for a Fistful of Dollars,10.1007/978-3-319-27261-0_4,61-68,Alessio Arleo; Walter Didimo; Giuseppe Liotta; Fabrizio Montecchiani
GD15_69-76.pdf,GD15,Faster Force-Directed Graph Drawing with the Well-Separated Pair Decomposition,10.1007/978-3-319-27261-0_5,69-76,Fabian Lipp; Alexander Wolff; Johannes Zink
GD15_78-89.pdf,GD15,The Degenerate Crossing Number and Higher-Genus Embeddings,10.1007/978-3-319-27261-0_6,78-89,Marcus Schaefer; Daniel Štefankovič
GD15_90-101.pdf,GD15,On Degree Properties of Crossing-Critical Families of Graphs,10.1007/978-3-319-27261-0_7,90-101,Drago Bokal; Mojca Bračič; Marek Derňár; Petr Hliněný
GD15_102-113.pdf,GD15,"Genus, Treewidth, and Local Crossing Number",10.1007/978-3-319-27261-0_8,102-113,Vida Dujmović; David Eppstein; David R. Wood
GD15_114-125.pdf,GD15,Hanani-Tutte for Radial Planarity,10.1007/978-3-319-27261-0_9,114-125,Radoslav Fulek; Michael Pelsmajer; Marcus Schaefer
GD15_127-138.pdf,GD15,Drawing Planar Cubic 3-Connected Graphs with Few Segments: Algorithms and Experiments,10.1007/978-3-319-27261-0_10,127-138,Alexander Igamberdiev; Wouter Meulemans; André Schulz
GD15_139-152.pdf,GD15,The Book Embedding Problem from a SAT-Solving Perspective,10.1007/978-3-319-27261-0_11,139-152,Michael A. Bekos; Michael Kaufmann; Christian Zielke
GD15_153-164.pdf,GD15,Size- and Port-Aware Horizontal Node Coordinate Assignment,10.1007/978-3-319-27261-0_12,153-164,Ulf Rüegg; Christoph Daniel Schulze; John Julian Carstens; Reinhard von Hanxleden
GD15_166-178.pdf,GD15,Small-Area Orthogonal Drawings of 3-Connected Graphs,10.1007/978-3-319-27261-0_13,166-178,Therese Biedl; Jens M. Schmidt
GD15_179-192.pdf,GD15,Simultaneous Embeddings with Few Bends and Crossings,10.1007/978-3-319-27261-0_14,179-192,Fabrizio Frati; Michael Hoffmann; Vincent Kusters
GD15_193-204.pdf,GD15,Rook-Drawing for Plane Graphs,10.1007/978-3-319-27261-0_15,193-204,David Auber; Nicolas Bonichon; Paul Dorbec; Claire Pennarun
GD15_205-211.pdf,GD15,On Minimizing Crossings in Storyline Visualizations,10.1007/978-3-319-27261-0_16,205-211,Irina Kostitsyna; Martin Nöllenburg; Valentin Polishchuk; André Schulz; Darren Strash
GD15_212-217.pdf,GD15,Maximizing the Degree of (Geometric) t Thickness- Regular Graphs,10.1007/978-3-319-27261-0_17,212-217,Christian A. Duncan
GD15_219-228.pdf,GD15,On the Zarankiewicz Problem for Intersection Hypergraphs,10.1007/978-3-319-27261-0_18,219-228,Nabil H. Mustafa; János Pach
GD15_229-242.pdf,GD15,Intersection-Link Representations of Graphs,10.1007/978-3-319-27261-0_19,229-242,Patrizio Angelini; Giordano Da Lozzo; Giuseppe Di Battista; Fabrizio Frati; Maurizio Patrignani; Ignaz Rutter
GD15_243-256.pdf,GD15,Combinatorial Properties of Triangle-Free Rectangle Arrangements and the Squarability Problem,10.1007/978-3-319-27261-0_20,243-256,Jonathan Klawitter; Martin Nöllenburg; Torsten Ueckerdt
GD15_258-270.pdf,GD15,Displaying User Behavior in the Collaborative Graph Visualization System OnGraX,10.1007/978-3-319-27261-0_21,258-270,Björn Zimmer; Andreas Kerren
GD15_271-282.pdf,GD15,Conﬂuent Orthogonal Drawings of Syntax Diagrams,10.1007/978-3-319-27261-0_22,271-282,Michael J. Bannister; David A. Brown; David Eppstein
GD15_283-289.pdf,GD15,Kojaph : Visual Deﬁnition and Exploration of Patterns in Graph Databases,10.1007/978-3-319-27261-0_23,283-289,Walter Didimo; Francesco Giacchè; Fabrizio Montecchiani
GD15_291-304.pdf,GD15,2-Layer Fan-Planarity: From Caterpillar to Stegosaurus,10.1007/978-3-319-27261-0_24,291-304,Carla Binucci; Markus Chimani; Walter Didimo; Martin Gronemann; Karsten Klein; Jan Kratochvíl; Fabrizio Montecchiani; Ioannis G. Tollis
GD15_305-318.pdf,GD15,Recognizing and Drawing IC-Planar Graphs,10.1007/978-3-319-27261-0_25,305-318,Franz J. Brandenburg; Walter Didimo; William S. Evans; Philipp Kindermann; Giuseppe Liotta; Fabrizio Montecchiani
GD15_319-330.pdf,GD15,Simple Realizability of Complete Abstract Topological Graphs Simpliﬁed,10.1007/978-3-319-27261-0_26,319-330,Jan Kynčl
GD15_331-342.pdf,GD15,The Utility of Untangling,10.1007/978-3-319-27261-0_27,331-342,Vida Dujmović
GD15_344-356.pdf,GD15,Representing Directed Trees as Straight Skeletons,10.1007/978-3-319-27261-0_28,344-356,Oswin Aichholzer; Therese Biedl; Thomas Hackl; Martin Held; Stefan Huber; Peter Palfrader; Birgit Vogtenhuber
GD15_357-368.pdf,GD15,Drawing Graphs with Vertices and Edges in Convex Position,10.1007/978-3-319-27261-0_29,357-368,Ignacio García-Marco; Kolja Knauer
GD15_369-381.pdf,GD15,Drawing Graphs Using a Small Number of Obstacles,10.1007/978-3-319-27261-0_30,369-381,Martin Balko; Josef Cibulka; Pavel Valtr
GD15_382-388.pdf,GD15,Vertical Visibility Among Parallel Polygons in Three Dimensions,10.1007/978-3-319-27261-0_31,382-388,Radoslav Fulek; Rados Radoicic
GD15_390-401.pdf,GD15,Alternating Paths and Cycles of Minimum Length,10.1007/978-3-319-27261-0_32,390-401,William S. Evans; Giuseppe Liotta; Henk Meijer; Stephen Wismath
GD15_402-415.pdf,GD15,On Embeddability of Buses in Point Sets,10.1007/978-3-319-27261-0_33,402-415,Till Bruckdorfer; Michael Kaufmann; Stephen G. Kobourov; Sergey Pupyrev
GD15_416-429.pdf,GD15,A Universal Point Set for 2-Outerplanar Graphs,10.1007/978-3-319-27261-0_34,416-429,Patrizio Angelini; Till Bruckdorfer; Michael Kaufmann; Tamara Mchedlidze
